Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
2;76000;15;26;Женский;Высшее;Туризм и отдых;Дети есть;Другие регионы;61000;Другое;МТС;Не клиент банка;Нет дефолта
2;24500;12;23;Мужской;Высшее;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;27000;Другое;Мегафон;Клиент банка;Нет дефолта
2;25000;6;45;Мужской;Среднее специальное;Бытовая техника;Дети есть;Москва или МО;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;37500;12;22;Женский;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;26000;Другое;МТС;Не клиент банка;Нет дефолта
2;21000;12;24;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;24000;Другое;МТС;Клиент банка;Дефолт
2;31500;12;26;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Дефолт
2;38500;12;33;Женский;Высшее;Мебель;Детей нет;Другие регионы;79000;Женат/замужем;МТС;Клиент банка;Нет дефолта
2;31000;16;56;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;33000;Другое;МТС;Клиент банка;Нет дефолта
2;5000;6;32;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;190500;6;31;Женский;Среднее специальное;Мототехника (лодки, мото);Детей нет;Другие регионы;171000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;7500;6;32;Мужской;Среднее;Окна, двери;Дети есть;Другие регионы;13000;Другое;МТС;Клиент банка;Нет дефолта
2;22500;12;21;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
2;21000;12;26;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Билайн;Клиент банка;Дефолт
2;21000;8;49;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;41000;Другое;Теле2;Клиент банка;Нет дефолта
2;52500;15;64;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;43000;Другое;Теле2;Клиент банка;Нет дефолта
2;27500;12;26;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;29000;Другое;МТС;Клиент банка;Нет дефолта
2;41000;5;20;Женский;Неоконченное высшее;Автомобильные товары;Детей нет;Санкт-Петербург или ЛО;61000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
2;7000;12;53;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;18000;Другое;МТС;Не клиент банка;Нет дефолта
2;8000;18;23;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;14000;Женат/замужем;Мегафон;Клиент банка;Дефолт
2;10000;12;39;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;21000;Женат/замужем;МТС;Клиент банка;Нет дефолта
2;12000;6;44;Мужской;Среднее специальное;Мебель;Детей нет;Другие регионы;29000;Другое;Мегафон;Клиент банка;Нет дефолта
