Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
5;41500;24;41;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Теле2;Не клиент банка;Нет дефолта
5;13000;6;25;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
5;7000;3;58;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
5;32000;12;29;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;25000;Женат/замужем;Билайн;Клиент банка;Дефолт
5;8000;12;34;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
5;24000;12;26;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;18000;Другое;Мегафон;Не клиент банка;Дефолт
5;7000;4;44;Женский;Среднее;Строительные материалы и инструменты;Дети есть;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
4;37000;4;29;Мужской;Высшее;Мебель;Детей нет;Другие регионы;41000;Другое;МТС;Не клиент банка;Нет дефолта
4;35500;12;27;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;56000;Другое;Мегафон;Клиент банка;Нет дефолта
4;5000;4;36;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
4;58500;24;54;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
5;27000;10;54;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
